id,COUNTRY,YEAR,WEEK,Week.Sus.Cases,Incidence.sus.cases,Cum.sus.cases,Week.conf.cases,Incidence.conf.cases,Cum.conf.cases,Week.import.cases,Cum.import.cases,Week.deaths,Cum.deaths,Population,Source
1099,"Virgin Islands, U.S.",2014,11,0,0,0,0,0,0,0,0,0,0,105000,PAHO
1100,British Virgin Islands,2014,11,0,0,0,0,0,7,0,0,0,0,32000,PAHO
1101,Bermuda,2014,12,0,0,0,0,0,0,0,0,0,0,69000,PAHO
1102,Canada,2014,12,0,0,0,0,0,0,0,0,0,0,35182000,PAHO
1103,Mexico,2014,12,0,0,0,0,0,0,0,0,0,0,118129000,PAHO
1104,United States,2014,12,0,0,0,0,0,0,0,0,0,0,320051000,PAHO
1105,Belize,2014,12,0,0,0,0,0,0,0,0,0,0,322000,PAHO
1106,Costa Rica,2014,12,0,0,0,0,0,0,0,0,0,0,4872000,PAHO
1107,El Salvador,2014,12,0,0,0,0,0,0,0,0,0,0,6340000,PAHO
1108,Guatemala,2014,12,0,0,0,0,0,0,0,0,0,0,15468000,PAHO
1109,Honduras,2014,12,0,0,0,0,0,0,0,0,0,0,8098000,PAHO
1110,Nicaragua,2014,12,0,0,0,0,0,0,0,0,0,0,6080000,PAHO
1111,Panama,2014,12,0,0,0,0,0,0,0,0,0,0,3864000,PAHO
1112,Cuba,2014,12,0,0,0,0,0,0,0,0,0,0,11266000,PAHO
1113,Dominican Republic,2014,12,0,0,0,0,0,0,0,0,0,0,10404000,PAHO
1114,French Guiana,2014,12,0,0,0,1,0.4016,22,0,10,0,0,249000,PAHO
1115,Guadeloupe,2014,12,160,34.3348,1960,57,12.2318,583,0,3,0,0,466000,PAHO
1116,Haiti,2014,12,0,0,0,0,0,0,0,0,0,0,10317000,PAHO
1117,Martinique,2014,12,1950,482.6733,7630,83,20.5446,1141,0,0,1,2,404000,PAHO
1118,Puerto Rico,2014,12,0,0,0,0,0,0,0,0,0,0,3688000,PAHO
1119,Saint Barthelemy,2014,12,10,111.1111,420,0,0,134,0,0,0,0,9000,PAHO
1120,Saint-Martin,2014,12,80,222.2222,2640,1,2.7778,782,0,0,0,3,36000,PAHO
1121,Bolivia,2014,12,0,0,0,0,0,0,0,0,0,0,10671000,PAHO
1122,Colombia,2014,12,0,0,0,0,0,0,0,0,0,0,48321000,PAHO
1123,Ecuador,2014,12,0,0,0,0,0,0,0,0,0,0,15738000,PAHO
1124,Peru,2014,12,0,0,0,0,0,0,0,0,0,0,30376000,PAHO
1125,Venezuela,2014,12,0,0,0,0,0,0,0,0,0,0,30405000,PAHO
1126,Brazil,2014,12,0,0,0,0,0,0,0,0,0,0,191481000,PAHO
1127,Chile,2014,12,0,0,0,0,0,0,0,0,0,0,4537000,PAHO
1128,Paraguay,2014,12,0,0,0,0,0,0,0,0,0,0,6673000,PAHO
1129,Argentina,2014,12,0,0,0,0,0,0,0,0,0,0,42669000,PAHO
1130,Anguilla,2014,12,0,0,0,0,0,13,0,1,0,0,16000,PAHO
1131,Antigua and Barbuda,2014,12,0,0,0,0,0,0,0,0,0,0,90000,PAHO
1132,Aruba,2014,12,0,0,0,0,0,0,0,1,0,0,109000,PAHO
1133,Bahamas,2014,12,0,0,0,0,0,0,0,0,0,0,377000,PAHO
1134,Barbados,2014,12,0,0,0,0,0,0,0,0,0,0,289000,PAHO
1135,Cayman Islands,2014,12,0,0,0,0,0,0,0,0,0,0,54000,PAHO
1136,Curacao,2014,12,0,0,0,0,0,0,0,0,0,0,147000,PAHO
1137,Dominica,2014,12,0,0,394,0,0,55,0,1,0,0,73000,PAHO
1138,Grenada,2014,12,0,0,0,0,0,0,0,0,0,0,110000,PAHO
1139,Guyana,2014,12,0,0,0,0,0,0,0,0,0,0,800000,PAHO
1140,Jamaica,2014,12,0,0,0,0,0,0,0,0,0,0,2784000,PAHO
1141,Montserrat,2014,12,0,0,0,0,0,0,0,0,0,0,5000,PAHO
1142,Saint Kitts and Nevis,2014,12,0,0,0,0,0,1,0,0,0,0,51000,PAHO
1143,Saint Lucia,2014,12,0,0,0,0,0,0,0,0,0,0,163000,PAHO
1144,Saint Vincent and the Grenadines,2014,12,0,0,0,0,0,0,0,0,0,0,103000,PAHO
1145,Sint Maarten,2014,12,0,0,0,0,0,115,0,0,0,0,40000,PAHO
1146,Suriname,2014,12,0,0,0,0,0,0,0,0,0,0,539000,PAHO
1147,Trinidad and Tobago,2014,12,0,0,0,0,0,0,0,0,0,0,1341000,PAHO
1148,Turks and Caicos Islands,2014,12,0,0,0,0,0,0,0,0,0,0,48000,PAHO
1149,"Virgin Islands, U.S.",2014,12,0,0,0,0,0,0,0,0,0,0,105000,PAHO
1150,British Virgin Islands,2014,12,0,0,0,0,0,7,0,0,0,0,32000,PAHO
1151,Bermuda,2014,13,0,0,0,0,0,0,0,0,0,0,69000,PAHO
1152,Canada,2014,13,0,0,0,0,0,0,0,0,0,0,35182000,PAHO
1153,Mexico,2014,13,0,0,0,0,0,0,0,0,0,0,118129000,PAHO
1154,United States,2014,13,0,0,0,0,0,0,0,0,0,0,320051000,PAHO
1155,Belize,2014,13,0,0,0,0,0,0,0,0,0,0,322000,PAHO
1156,Costa Rica,2014,13,0,0,0,0,0,0,0,0,0,0,4872000,PAHO
1157,El Salvador,2014,13,0,0,0,0,0,0,0,0,0,0,6340000,PAHO
1158,Guatemala,2014,13,0,0,0,0,0,0,0,0,0,0,15468000,PAHO
1159,Honduras,2014,13,0,0,0,0,0,0,0,0,0,0,8098000,PAHO
1160,Nicaragua,2014,13,0,0,0,0,0,0,0,0,0,0,6080000,PAHO
1161,Panama,2014,13,0,0,0,0,0,0,0,0,0,0,3864000,PAHO
1162,Cuba,2014,13,0,0,0,0,0,0,0,0,0,0,11266000,PAHO
1163,Dominican Republic,2014,13,0,0,0,0,0,0,0,0,0,0,10404000,PAHO
1164,French Guiana,2014,13,0,0,0,2,0.8032,24,1,11,0,0,249000,PAHO
1165,Guadeloupe,2014,13,310,66.5236,2270,148,31.7597,731,0,3,0,0,466000,PAHO
1166,Haiti,2014,13,0,0,0,0,0,0,0,0,0,0,10317000,PAHO
1167,Martinique,2014,13,1710,423.2673,9340,66,16.3366,1207,0,0,0,2,404000,PAHO
1168,Puerto Rico,2014,13,0,0,0,0,0,0,0,0,0,0,3688000,PAHO
1169,Saint Barthelemy,2014,13,15,166.6667,435,0,0,134,0,0,0,0,9000,PAHO
1170,Saint-Martin,2014,13,110,305.5556,2750,2,5.5556,784,0,0,0,3,36000,PAHO
1171,Bolivia,2014,13,0,0,0,0,0,0,0,0,0,0,10671000,PAHO
1172,Colombia,2014,13,0,0,0,0,0,0,0,0,0,0,48321000,PAHO
1173,Ecuador,2014,13,0,0,0,0,0,0,0,0,0,0,15738000,PAHO
1174,Peru,2014,13,0,0,0,0,0,0,0,0,0,0,30376000,PAHO
1175,Venezuela,2014,13,0,0,0,0,0,0,0,0,0,0,30405000,PAHO
1176,Brazil,2014,13,0,0,0,0,0,0,0,0,0,0,191481000,PAHO
1177,Chile,2014,13,0,0,0,0,0,0,0,0,0,0,4537000,PAHO
1178,Paraguay,2014,13,0,0,0,0,0,0,0,0,0,0,6673000,PAHO
1179,Argentina,2014,13,0,0,0,0,0,0,0,0,0,0,42669000,PAHO
1180,Anguilla,2014,13,0,0,0,0,0,13,0,1,0,0,16000,PAHO
1181,Antigua and Barbuda,2014,13,0,0,0,0,0,0,0,0,0,0,90000,PAHO
1182,Aruba,2014,13,0,0,0,0,0,0,0,1,0,0,109000,PAHO
1183,Bahamas,2014,13,0,0,0,0,0,0,0,0,0,0,377000,PAHO
1184,Barbados,2014,13,0,0,0,0,0,0,0,0,0,0,289000,PAHO
1185,Cayman Islands,2014,13,0,0,0,0,0,0,0,0,0,0,54000,PAHO
1186,Curacao,2014,13,0,0,0,0,0,0,0,0,0,0,147000,PAHO
1187,Dominica,2014,13,93,127.3973,487,16,21.9178,71,0,1,0,0,73000,PAHO
1188,Grenada,2014,13,0,0,0,0,0,0,0,0,0,0,110000,PAHO
1189,Guyana,2014,13,0,0,0,0,0,0,0,0,0,0,800000,PAHO
1190,Jamaica,2014,13,0,0,0,0,0,0,0,0,0,0,2784000,PAHO
1191,Montserrat,2014,13,0,0,0,0,0,0,0,0,0,0,5000,PAHO
1192,Saint Kitts and Nevis,2014,13,0,0,0,0,0,1,0,0,0,0,51000,PAHO
1193,Saint Lucia,2014,13,0,0,0,0,0,0,0,0,0,0,163000,PAHO
1194,Saint Vincent and the Grenadines,2014,13,0,0,0,0,0,0,0,0,0,0,103000,PAHO
1195,Sint Maarten,2014,13,0,0,0,8,20,123,0,0,0,0,40000,PAHO
1196,Suriname,2014,13,0,0,0,0,0,0,0,0,0,0,539000,PAHO
1197,Trinidad and Tobago,2014,13,0,0,0,0,0,0,0,0,0,0,1341000,PAHO
1198,Turks and Caicos Islands,2014,13,0,0,0,0,0,0,0,0,0,0,48000,PAHO
1199,"Virgin Islands, U.S.",2014,13,0,0,0,0,0,0,0,0,0,0,105000,PAHO
1200,British Virgin Islands,2014,13,0,0,0,0,0,7,0,0,0,0,32000,PAHO
1201,Bermuda,2014,14,0,0,0,0,0,0,0,0,0,0,69000,PAHO
1202,Canada,2014,14,0,0,0,0,0,0,0,0,0,0,35182000,PAHO
1203,Mexico,2014,14,0,0,0,0,0,0,0,0,0,0,118129000,PAHO
1204,United States,2014,14,0,0,0,0,0,0,0,0,0,0,320051000,PAHO
1205,Belize,2014,14,0,0,0,0,0,0,0,0,0,0,322000,PAHO
1206,Costa Rica,2014,14,0,0,0,0,0,0,0,0,0,0,4872000,PAHO
1207,El Salvador,2014,14,0,0,0,0,0,0,0,0,0,0,6340000,PAHO
1208,Guatemala,2014,14,0,0,0,0,0,0,0,0,0,0,15468000,PAHO
1209,Honduras,2014,14,0,0,0,0,0,0,0,0,0,0,8098000,PAHO
1210,Nicaragua,2014,14,0,0,0,0,0,0,0,0,0,0,6080000,PAHO
1211,Panama,2014,14,0,0,0,0,0,0,0,0,0,0,3864000,PAHO
1212,Cuba,2014,14,0,0,0,0,0,0,0,0,0,0,11266000,PAHO
1213,Dominican Republic,2014,14,0,0,0,0,0,0,0,0,0,0,10404000,PAHO
1214,French Guiana,2014,14,0,0,0,1,0.4016,25,0,11,0,0,249000,PAHO
1215,Guadeloupe,2014,14,467,100.2146,2737,68,14.5923,799,0,3,1,1,466000,PAHO
1216,Haiti,2014,14,0,0,0,0,0,0,0,0,0,0,10317000,PAHO
1217,Martinique,2014,14,2060,509.901,11400,77,19.0594,1284,0,0,0,2,404000,PAHO
1218,Puerto Rico,2014,14,0,0,0,0,0,0,0,0,0,0,3688000,PAHO
1219,Saint Barthelemy,2014,14,-3,-33.3333,432,1,11.1111,135,0,0,0,0,9000,PAHO
1220,Saint-Martin,2014,14,90,250,2840,6,16.6667,790,0,0,0,3,36000,PAHO
1221,Bolivia,2014,14,0,0,0,0,0,0,0,0,0,0,10671000,PAHO
1222,Colombia,2014,14,0,0,0,0,0,0,0,0,0,0,48321000,PAHO
1223,Ecuador,2014,14,0,0,0,0,0,0,0,0,0,0,15738000,PAHO
1224,Peru,2014,14,0,0,0,0,0,0,0,0,0,0,30376000,PAHO
1225,Venezuela,2014,14,0,0,0,0,0,0,0,0,0,0,30405000,PAHO
1226,Brazil,2014,14,0,0,0,0,0,0,0,0,0,0,191481000,PAHO
1227,Chile,2014,14,0,0,0,0,0,0,0,0,0,0,4537000,PAHO
1228,Paraguay,2014,14,0,0,0,0,0,0,0,0,0,0,6673000,PAHO
1229,Argentina,2014,14,0,0,0,0,0,0,0,0,0,0,42669000,PAHO
1230,Anguilla,2014,14,0,0,0,19,118.75,32,0,1,0,0,16000,PAHO
1231,Antigua and Barbuda,2014,14,0,0,0,0,0,0,0,0,0,0,90000,PAHO
1232,Aruba,2014,14,0,0,0,0,0,0,0,1,0,0,109000,PAHO
1233,Bahamas,2014,14,0,0,0,0,0,0,0,0,0,0,377000,PAHO
1234,Barbados,2014,14,0,0,0,0,0,0,0,0,0,0,289000,PAHO
1235,Cayman Islands,2014,14,0,0,0,0,0,0,0,0,0,0,54000,PAHO
1236,Curacao,2014,14,0,0,0,0,0,0,0,0,0,0,147000,PAHO
1237,Dominica,2014,14,71,97.2603,558,9,12.3288,80,0,1,0,0,73000,PAHO
1238,Grenada,2014,14,0,0,0,0,0,0,0,0,0,0,110000,PAHO
1239,Guyana,2014,14,0,0,0,0,0,0,0,0,0,0,800000,PAHO
1240,Jamaica,2014,14,0,0,0,0,0,0,0,0,0,0,2784000,PAHO
1241,Montserrat,2014,14,0,0,0,0,0,0,0,0,0,0,5000,PAHO
1242,Saint Kitts and Nevis,2014,14,0,0,0,0,0,1,0,0,0,0,51000,PAHO
1243,Saint Lucia,2014,14,0,0,0,0,0,0,1,1,0,0,163000,PAHO
1244,Saint Vincent and the Grenadines,2014,14,0,0,0,0,0,0,0,0,0,0,103000,PAHO
1245,Sint Maarten,2014,14,0,0,0,0,0,123,0,0,0,0,40000,PAHO
1246,Suriname,2014,14,0,0,0,0,0,0,0,0,0,0,539000,PAHO
1247,Trinidad and Tobago,2014,14,0,0,0,0,0,0,0,0,0,0,1341000,PAHO
1248,Turks and Caicos Islands,2014,14,0,0,0,0,0,0,0,0,0,0,48000,PAHO
1249,"Virgin Islands, U.S.",2014,14,0,0,0,0,0,0,0,0,0,0,105000,PAHO
1250,British Virgin Islands,2014,14,0,0,0,0,0,7,0,0,0,0,32000,PAHO
1251,Bermuda,2014,15,0,0,0,0,0,0,0,0,0,0,69000,PAHO
1252,Canada,2014,15,0,0,0,0,0,0,0,0,0,0,35182000,PAHO
1253,Mexico,2014,15,0,0,0,0,0,0,0,0,0,0,118129000,PAHO
1254,United States,2014,15,0,0,0,0,0,0,0,0,0,0,320051000,PAHO
1255,Belize,2014,15,0,0,0,0,0,0,0,0,0,0,322000,PAHO
1256,Costa Rica,2014,15,0,0,0,0,0,0,0,0,0,0,4872000,PAHO
1257,El Salvador,2014,15,0,0,0,0,0,0,0,0,0,0,6340000,PAHO
1258,Guatemala,2014,15,0,0,0,0,0,0,0,0,0,0,15468000,PAHO
1259,Honduras,2014,15,0,0,0,0,0,0,0,0,0,0,8098000,PAHO
1260,Nicaragua,2014,15,0,0,0,0,0,0,0,0,0,0,6080000,PAHO
1261,Panama,2014,15,0,0,0,0,0,0,0,0,0,0,3864000,PAHO
1262,Cuba,2014,15,0,0,0,0,0,0,0,0,0,0,11266000,PAHO
1263,Dominican Republic,2014,15,0,0,0,0,0,0,0,0,0,0,10404000,PAHO
1264,French Guiana,2014,15,0,0,0,2,0.8032,27,4,15,0,0,249000,PAHO
1265,Guadeloupe,2014,15,953,204.5064,3690,140,30.0429,939,0,3,0,1,466000,PAHO
1266,Haiti,2014,15,0,0,0,0,0,0,0,0,0,0,10317000,PAHO
1267,Martinique,2014,15,2100,519.802,13500,0,0,1284,0,0,0,2,404000,PAHO
1268,Puerto Rico,2014,15,0,0,0,0,0,0,0,0,0,0,3688000,PAHO
1269,Saint Barthelemy,2014,15,12,133.3333,444,0,0,135,0,0,0,0,9000,PAHO
1270,Saint-Martin,2014,15,70,194.4444,2910,1,2.7778,791,0,0,0,3,36000,PAHO
1271,Bolivia,2014,15,0,0,0,0,0,0,0,0,0,0,10671000,PAHO
1272,Colombia,2014,15,0,0,0,0,0,0,0,0,0,0,48321000,PAHO
1273,Ecuador,2014,15,0,0,0,0,0,0,0,0,0,0,15738000,PAHO
1274,Peru,2014,15,0,0,0,0,0,0,0,0,0,0,30376000,PAHO
1275,Venezuela,2014,15,0,0,0,0,0,0,0,0,0,0,30405000,PAHO
1276,Brazil,2014,15,0,0,0,0,0,0,0,0,0,0,191481000,PAHO
1277,Chile,2014,15,0,0,0,0,0,0,0,0,0,0,4537000,PAHO
1278,Paraguay,2014,15,0,0,0,0,0,0,0,0,0,0,6673000,PAHO
1279,Argentina,2014,15,0,0,0,0,0,0,0,0,0,0,42669000,PAHO
1280,Anguilla,2014,15,0,0,0,0,0,32,0,1,0,0,16000,PAHO
1281,Antigua and Barbuda,2014,15,0,0,0,0,0,0,0,0,0,0,90000,PAHO
1282,Aruba,2014,15,0,0,0,0,0,0,0,1,0,0,109000,PAHO
1283,Bahamas,2014,15,0,0,0,0,0,0,0,0,0,0,377000,PAHO
1284,Barbados,2014,15,0,0,0,0,0,0,0,0,0,0,289000,PAHO
1285,Cayman Islands,2014,15,0,0,0,0,0,0,0,0,0,0,54000,PAHO
1286,Curacao,2014,15,0,0,0,0,0,0,0,0,0,0,147000,PAHO
1287,Dominica,2014,15,313,428.7671,871,0,0,80,0,1,0,0,73000,PAHO
1288,Grenada,2014,15,0,0,0,0,0,0,0,0,0,0,110000,PAHO
1289,Guyana,2014,15,0,0,0,0,0,0,0,0,0,0,800000,PAHO
1290,Jamaica,2014,15,0,0,0,0,0,0,0,0,0,0,2784000,PAHO
1291,Montserrat,2014,15,0,0,0,0,0,0,0,0,0,0,5000,PAHO
1292,Saint Kitts and Nevis,2014,15,0,0,0,0,0,1,0,0,0,0,51000,PAHO
1293,Saint Lucia,2014,15,0,0,0,0,0,0,0,1,0,0,163000,PAHO
1294,Saint Vincent and the Grenadines,2014,15,0,0,0,0,0,0,0,0,0,0,103000,PAHO
1295,Sint Maarten,2014,15,0,0,0,0,0,123,0,0,0,0,40000,PAHO
1296,Suriname,2014,15,0,0,0,0,0,0,0,0,0,0,539000,PAHO
1297,Trinidad and Tobago,2014,15,0,0,0,0,0,0,0,0,0,0,1341000,PAHO
1298,Turks and Caicos Islands,2014,15,0,0,0,0,0,0,0,0,0,0,48000,PAHO
1299,"Virgin Islands, U.S.",2014,15,0,0,0,0,0,0,0,0,0,0,105000,PAHO
1300,British Virgin Islands,2014,15,0,0,0,0,0,7,0,0,0,0,32000,PAHO
1301,Bermuda,2014,16,0,0,0,0,0,0,0,0,0,0,69000,PAHO
1302,Canada,2014,16,0,0,0,0,0,0,0,0,0,0,35182000,PAHO
1303,Mexico,2014,16,0,0,0,0,0,0,0,0,0,0,118129000,PAHO
1304,United States,2014,16,0,0,0,0,0,0,0,0,0,0,320051000,PAHO
1305,Belize,2014,16,0,0,0,0,0,0,0,0,0,0,322000,PAHO
1306,Costa Rica,2014,16,0,0,0,0,0,0,0,0,0,0,4872000,PAHO
1307,El Salvador,2014,16,0,0,0,0,0,0,0,0,0,0,6340000,PAHO
1308,Guatemala,2014,16,0,0,0,0,0,0,0,0,0,0,15468000,PAHO
1309,Honduras,2014,16,0,0,0,0,0,0,0,0,0,0,8098000,PAHO
1310,Nicaragua,2014,16,0,0,0,0,0,0,0,0,0,0,6080000,PAHO
1311,Panama,2014,16,0,0,0,0,0,0,0,0,0,0,3864000,PAHO
1312,Cuba,2014,16,0,0,0,0,0,0,0,0,0,0,11266000,PAHO
1313,Dominican Republic,2014,16,767,7.3722,767,17,0.1634,17,0,0,0,0,10404000,PAHO
1314,French Guiana,2014,16,0,0,0,3,1.2048,30,1,16,0,0,249000,PAHO
1315,Guadeloupe,2014,16,1020,218.8841,4710,319,68.4549,1258,0,3,0,1,466000,PAHO
1316,Haiti,2014,16,0,0,0,0,0,0,0,0,0,0,10317000,PAHO
1317,Martinique,2014,16,2500,618.8119,16000,189,46.7822,1473,0,0,0,2,404000,PAHO
1318,Puerto Rico,2014,16,0,0,0,0,0,0,0,0,0,0,3688000,PAHO
1319,Saint Barthelemy,2014,16,16,177.7778,460,0,0,135,0,0,0,0,9000,PAHO
1320,Saint-Martin,2014,16,70,194.4444,2980,2,5.5556,793,0,0,0,3,36000,PAHO
1321,Bolivia,2014,16,0,0,0,0,0,0,0,0,0,0,10671000,PAHO
1322,Colombia,2014,16,0,0,0,0,0,0,0,0,0,0,48321000,PAHO
1323,Ecuador,2014,16,0,0,0,0,0,0,0,0,0,0,15738000,PAHO
1324,Peru,2014,16,0,0,0,0,0,0,0,0,0,0,30376000,PAHO
1325,Venezuela,2014,16,0,0,0,0,0,0,0,0,0,0,30405000,PAHO
1326,Brazil,2014,16,0,0,0,0,0,0,0,0,0,0,191481000,PAHO
1327,Chile,2014,16,0,0,0,0,0,0,0,0,0,0,4537000,PAHO
1328,Paraguay,2014,16,0,0,0,0,0,0,0,0,0,0,6673000,PAHO
1329,Argentina,2014,16,0,0,0,0,0,0,0,0,0,0,42669000,PAHO
1330,Anguilla,2014,16,0,0,0,0,0,32,0,1,0,0,16000,PAHO
1331,Antigua and Barbuda,2014,16,0,0,0,0,0,0,0,0,0,0,90000,PAHO
1332,Aruba,2014,16,0,0,0,0,0,0,0,1,0,0,109000,PAHO
1333,Bahamas,2014,16,0,0,0,0,0,0,0,0,0,0,377000,PAHO
1334,Barbados,2014,16,0,0,0,0,0,0,0,0,0,0,289000,PAHO
1335,Cayman Islands,2014,16,0,0,0,0,0,0,0,0,0,0,54000,PAHO
1336,Curacao,2014,16,0,0,0,0,0,0,0,0,0,0,147000,PAHO
1337,Dominica,2014,16,192,263.0137,1063,17,23.2877,97,0,1,0,0,73000,PAHO
1338,Grenada,2014,16,0,0,0,0,0,0,0,0,0,0,110000,PAHO
1339,Guyana,2014,16,0,0,0,0,0,0,0,0,0,0,800000,PAHO
1340,Jamaica,2014,16,0,0,0,0,0,0,0,0,0,0,2784000,PAHO
1341,Montserrat,2014,16,0,0,0,0,0,0,0,0,0,0,5000,PAHO
1342,Saint Kitts and Nevis,2014,16,0,0,0,0,0,1,0,0,0,0,51000,PAHO
1343,Saint Lucia,2014,16,0,0,0,0,0,0,0,1,0,0,163000,PAHO
1344,Saint Vincent and the Grenadines,2014,16,0,0,0,0,0,0,0,0,0,0,103000,PAHO
1345,Sint Maarten,2014,16,0,0,0,0,0,123,0,0,0,0,40000,PAHO
1346,Suriname,2014,16,0,0,0,0,0,0,0,0,0,0,539000,PAHO
1347,Trinidad and Tobago,2014,16,0,0,0,0,0,0,0,0,0,0,1341000,PAHO
1348,Turks and Caicos Islands,2014,16,0,0,0,0,0,0,0,0,0,0,48000,PAHO
1349,"Virgin Islands, U.S.",2014,16,0,0,0,0,0,0,0,0,0,0,105000,PAHO
1350,British Virgin Islands,2014,16,0,0,0,2,6.25,9,0,0,0,0,32000,PAHO
1351,Bermuda,2014,17,0,0,0,0,0,0,0,0,0,0,69000,PAHO
1352,Canada,2014,17,0,0,0,0,0,0,0,0,0,0,35182000,PAHO
1353,Mexico,2014,17,0,0,0,0,0,0,0,0,0,0,118129000,PAHO
1354,United States,2014,17,0,0,0,0,0,0,0,0,0,0,320051000,PAHO
1355,Belize,2014,17,0,0,0,0,0,0,0,0,0,0,322000,PAHO
1356,Costa Rica,2014,17,0,0,0,0,0,0,0,0,0,0,4872000,PAHO
1357,El Salvador,2014,17,0,0,0,0,0,0,0,0,0,0,6340000,PAHO
1358,Guatemala,2014,17,0,0,0,0,0,0,0,0,0,0,15468000,PAHO
1359,Honduras,2014,17,0,0,0,0,0,0,0,0,0,0,8098000,PAHO
1360,Nicaragua,2014,17,0,0,0,0,0,0,0,0,0,0,6080000,PAHO
1361,Panama,2014,17,0,0,0,0,0,0,0,0,0,0,3864000,PAHO
1362,Cuba,2014,17,0,0,0,0,0,0,0,0,0,0,11266000,PAHO
1363,Dominican Republic,2014,17,2248,21.6071,3015,0,0,17,0,0,0,0,10404000,PAHO
1364,French Guiana,2014,17,0,0,0,4,1.6064,34,2,18,0,0,249000,PAHO
1365,Guadeloupe,2014,17,1290,276.824,6000,67,14.3777,1325,0,3,0,1,466000,PAHO
1366,Haiti,2014,17,0,0,0,0,0,0,0,0,0,0,10317000,PAHO
1367,Martinique,2014,17,1630,403.4653,17630,42,10.396,1515,0,0,0,2,404000,PAHO
1368,Puerto Rico,2014,17,0,0,0,0,0,0,0,0,0,0,3688000,PAHO
1369,Saint Barthelemy,2014,17,20,222.2222,480,0,0,135,0,0,0,0,9000,PAHO
1370,Saint-Martin,2014,17,50,138.8889,3030,0,0,793,0,0,0,3,36000,PAHO
1371,Bolivia,2014,17,0,0,0,0,0,0,0,0,0,0,10671000,PAHO
1372,Colombia,2014,17,0,0,0,0,0,0,0,0,0,0,48321000,PAHO
1373,Ecuador,2014,17,0,0,0,0,0,0,0,0,0,0,15738000,PAHO
1374,Peru,2014,17,0,0,0,0,0,0,0,0,0,0,30376000,PAHO
1375,Venezuela,2014,17,0,0,0,0,0,0,0,0,0,0,30405000,PAHO
1376,Brazil,2014,17,0,0,0,0,0,0,0,0,0,0,191481000,PAHO
1377,Chile,2014,17,0,0,0,0,0,0,0,0,0,0,4537000,PAHO
1378,Paraguay,2014,17,0,0,0,0,0,0,0,0,0,0,6673000,PAHO
1379,Argentina,2014,17,0,0,0,0,0,0,0,0,0,0,42669000,PAHO
1380,Anguilla,2014,17,0,0,0,0,0,32,0,1,0,0,16000,PAHO
1381,Antigua and Barbuda,2014,17,0,0,0,0,0,0,0,0,0,0,90000,PAHO
1382,Aruba,2014,17,0,0,0,0,0,0,0,1,0,0,109000,PAHO
1383,Bahamas,2014,17,0,0,0,0,0,0,0,0,0,0,377000,PAHO
1384,Barbados,2014,17,0,0,0,0,0,0,0,0,0,0,289000,PAHO
1385,Cayman Islands,2014,17,0,0,0,0,0,0,0,0,0,0,54000,PAHO
1386,Curacao,2014,17,0,0,0,0,0,0,0,0,0,0,147000,PAHO
1387,Dominica,2014,17,189,258.9041,1252,7,9.589,104,0,1,0,0,73000,PAHO
1388,Grenada,2014,17,0,0,0,0,0,0,0,0,0,0,110000,PAHO
1389,Guyana,2014,17,0,0,0,0,0,0,0,0,0,0,800000,PAHO
1390,Jamaica,2014,17,0,0,0,0,0,0,0,0,0,0,2784000,PAHO
1391,Montserrat,2014,17,0,0,0,0,0,0,0,0,0,0,5000,PAHO
1392,Saint Kitts and Nevis,2014,17,0,0,0,0,0,1,0,0,0,0,51000,PAHO
1393,Saint Lucia,2014,17,0,0,0,0,0,0,0,1,0,0,163000,PAHO
1394,Saint Vincent and the Grenadines,2014,17,24,23.301,24,3,2.9126,3,0,0,0,0,103000,PAHO
1395,Sint Maarten,2014,17,0,0,0,0,0,123,0,0,0,0,40000,PAHO
1396,Suriname,2014,17,0,0,0,0,0,0,0,0,0,0,539000,PAHO
1397,Trinidad and Tobago,2014,17,0,0,0,0,0,0,0,0,0,0,1341000,PAHO
1398,Turks and Caicos Islands,2014,17,0,0,0,0,0,0,0,0,0,0,48000,PAHO
1399,"Virgin Islands, U.S.",2014,17,0,0,0,0,0,0,0,0,0,0,105000,PAHO
1400,British Virgin Islands,2014,17,0,0,0,0,0,9,0,0,0,0,32000,PAHO
1401,Bermuda,2014,18,0,0,0,0,0,0,0,0,0,0,69000,PAHO
1402,Canada,2014,18,0,0,0,0,0,0,0,0,0,0,35182000,PAHO
1403,Mexico,2014,18,0,0,0,0,0,0,0,0,0,0,118129000,PAHO
1404,United States,2014,18,0,0,0,0,0,0,0,0,0,0,320051000,PAHO
1405,Belize,2014,18,0,0,0,0,0,0,0,0,0,0,322000,PAHO
1406,Costa Rica,2014,18,0,0,0,0,0,0,0,0,0,0,4872000,PAHO
1407,El Salvador,2014,18,0,0,0,0,0,0,0,0,0,0,6340000,PAHO
1408,Guatemala,2014,18,0,0,0,0,0,0,0,0,0,0,15468000,PAHO
1409,Honduras,2014,18,0,0,0,0,0,0,0,0,0,0,8098000,PAHO
1410,Nicaragua,2014,18,0,0,0,0,0,0,0,0,0,0,6080000,PAHO
1411,Panama,2014,18,0,0,0,0,0,0,0,0,0,0,3864000,PAHO
1412,Cuba,2014,18,0,0,0,0,0,0,0,0,0,0,11266000,PAHO
1413,Dominican Republic,2014,18,4505,43.3007,7520,0,0,17,0,0,0,0,10404000,PAHO
1414,French Guiana,2014,18,0,0,0,9,3.6145,43,4,22,0,0,249000,PAHO
